Melt temperature,Mold temperature,time_to_fill,ZDx - Plasticizing time,ZUx - Cycle time,SKx - Closing force,SKs - Clamping force peak value,Ms - Torque peak value current cycle,Mm - Torque mean value current cycle,APSs - Specific back pressure peak value,APVs - Specific injection pressure peak value,CPn - Screw position at the end of hold pressure,SVo - Shot volume,injection_ratio,cycle_utilization,normalized_torque,quality
-0.5610330800545349,-0.16392600173913546,-1.1263831371149007,0.9979573600057952,1.1635824865162216,-1.0773891856404512,-0.9069955161847448,-0.46384181662202784,-1.4736113841599816,-0.5459581966042921,-1.3713253984449139,-1.1798289201058552,1.1784451615497515,-1.2413077951137814,1.1564006417909218,-0.13286767940910343,3.0
0.2007746939012946,-0.5605910026245382,0.1553779242119535,-0.05826937967644752,-0.933087076530273,1.8475564897495471,1.543383122427309,0.9415216726010077,1.761805833350458,0.591718063974165,0.49902256359737945,1.1639433524805474,-1.0851353429743282,0.3634836237406734,-0.14062120182682877,0.35357834560964235,2.0
0.6646309829321614,0.08468797768901794,-0.058248919342521764,0.11776841027059293,-0.9100467516616187,0.4975815626464709,0.583729130879625,-0.9110029268293565,-0.8785921257672584,-0.5459581966042921,0.6663243308442808,-0.13815235451189595,0.17240938176124682,0.764584325138799,0.036158127319827725,-1.0228904076728105,2.0
0.8271499747093569,0.4087241755953792,-0.20066681504550568,2.2302218896350783,-0.933087076530273,-2.0030638444623796,-1.4287491426572763,-2.53196195133093,0.49738990926591997,2.361436691540706,1.5800493673465963,0.12226678688658808,1.6814630514439814,1.0491032171293435,0.1566606668932856,-1.9422781641243148,1.0
0.7323472295059968,0.05116699169870333,-0.058248919342521764,-0.05826937967644752,-0.9791677262675489,-1.356384003908412,-1.5778216073637155,-0.08056086501574569,-0.2463841637249867,-1.1780005635923398,0.8636546204175511,0.3826859282850721,-0.3306085081329832,1.0926766925399307,0.03294082650597284,0.32728586161791406,1.0
0.15337332129956646,-0.20582723422702873,-0.058248919342521764,0.20578730524411315,-0.9791677262675489,0.6685783867462021,0.42533963712903144,0.11107961078739689,0.16269157642000986,-0.6723666700019304,0.47757361907854584,-0.13815235451189595,0.17240938176124682,0.6052085408546647,0.03294082650597284,-0.09131657876322995,2.0
-1.021503556756693,-0.7086420240817478,-0.9839652414119167,0.513853437651433,1.2557437859907734,-0.807394200219836,-0.310705657358999,1.1970423070051968,2.0221267588972767,-0.2931412498090874,-0.15731513867892763,-0.2683619252111611,0.29816385423482666,-0.09811993925198984,1.0099898819266053,1.4080094170339192,3.0
-0.17166466225487267,1.6922985974744762,1.8643926726477593,-1.070486671871929,0.9101389129611552,-0.06040807388946108,-0.254803483094083,-0.974883085430406,-0.5438937929213483,2.677457875034694,-0.9680852414908426,-0.2683619252111611,0.29816385423482666,-1.4941771178402465,-1.8594119049932376,-0.9265030259672982,4.0
1.338327164034017,-0.7449564255712288,-0.058248919342521764,-0.07136681372480733,-0.9100467516616187,-0.015408909652691873,1.543383122427309,-0.5916021338241209,0.6204304053495854,-0.16673277641148504,1.5800493673465963,-0.6589906373088871,-0.45636298060656305,1.5827576532024072,0.036158127319827725,-0.5688536263025357,1.0
-0.2732390321156499,-0.12481818475044833,-0.9839652414119167,0.7339006750852345,1.1175018367789131,-1.1223883498772205,-0.841776312875685,-0.5916021338241209,-0.8414034221177152,1.0973519575646105,-1.3799049762524445,-1.049619349406613,1.0526906890761718,-1.573954741551969,1.0028639594628603,-0.2446344568649375,3.0
-2.3398542322413185,-1.9167942274826766,-0.9839652414119167,0.8659290175455139,-0.8409257770556885,-1.0233901885563261,-0.674069790080937,0.9415216726010077,0.3486350946677365,-0.2931412498090874,-2.705449747516362,-2.0912959150005954,2.2473581775750238,-2.664281587653556,0.9019133912264912,1.2264482404105932,3.0
0.8271499747093569,-0.7449564255712288,-0.20066681504550568,-0.19029772213672688,-0.933087076530273,0.614579389662077,1.7576747904428183,0.04719945218635037,0.013936761821831699,0.970943484167008,1.382719077773326,-0.007942783812653925,0.17240938176124682,1.1481470950806405,0.1566606668932856,-0.13678775806526394,1.0
0.5021119911549178,-0.05498279727061301,-0.058248919342521764,-0.01425993218968643,-0.9561274013988946,1.577561504328932,1.580651238603916,-0.6554822924251704,0.08831416912091813,-0.2931412498090874,0.6019774972877799,0.12226678688658808,-0.07909956318586818,0.6483148926227064,0.034013260110591574,-1.080740497163149,2.0
0.45132480622452914,-0.09688402975850627,-0.058248919342521764,-0.01425993218968643,-0.9561274013988946,0.7495768823723846,0.6489483341886848,-0.84712276822831,-0.61827120022044,-0.9251836167971351,0.4861531968860812,-0.13815235451189595,0.17240938176124682,0.6666471593499776,0.034013260110591574,-1.0324475357518794,2.0
1.3041654282434025,-0.7449564255712288,-0.20066681504550568,0.0737589627838338,-0.933087076530273,0.11958858305761574,-1.616997684715982,0.8137613553989147,0.49738990926591997,-0.41954972320668976,1.27118456627539,0.5128954989843141,-0.3306085081329832,1.33308516552305,0.1566606668932856,0.7482754933816118,1.0
-0.08024772938017313,1.6922985974744762,1.8643926726477593,-0.8064299869513685,0.9792598875670855,0.05658975312613476,-0.29207159927069015,-0.974883085430406,-1.1389130513140768,-1.0515920901947375,-1.414223287482581,-0.7892002080081292,0.8011817441290567,-1.1827095479289305,-1.8594119049932376,-0.9597574122555756,4.0
0.898252033611901,-0.23934822021734334,-0.058248919342521764,0.0737589627838338,-0.933087076530273,0.5965797239673652,0.416022608084877,1.8145505068153203,0.3486350946677365,-0.040324303013882686,0.443255307848414,-0.007942783812653925,0.04665490928771166,0.43971327819655354,0.03508569371520899,1.563871645689157,2.0
0.5359701144418114,-0.45444121365518214,0.2977958199149374,-0.19029772213672688,-0.9100467516616187,-0.015408909652691873,-1.4287491426572763,0.8137613553989147,0.6067160020026958,-0.16673277641148504,-0.7964936853401736,0.12226678688658808,0.5496727991819417,-0.751942089693028,-0.2525116807146209,0.7894663296662896,1.0
-0.11749166499582354,0.3249217106195927,-1.2688010328178845,-1.466571699252769,0.8640582632238466,0.39858340132558684,0.3414863757316628,-0.20832118221783874,0.19988028006955835,-0.2931412498090874,0.4475450967521768,1.8149912059767574,-1.713907705342138,0.4964976386820898,1.2967625821021411,-0.31927460962744736,3.0
0.6597823808358622,-1.9167942274826766,-0.20066681504550568,0.0737589627838338,-0.933087076530273,-1.3383843382137106,-1.4287491426572763,0.8137613553989147,0.6833334275136467,0.970943484167008,1.382719077773326,-2.0912959150005954,-0.3306085081329832,1.1481470950806405,0.1566606668932856,1.2005099125247594,1.0
-0.4391438362216022,-0.2030338187278623,-1.1263831371149007,0.2497967527308723,1.1635824865162216,-0.9963906900142585,-0.7020208772134003,0.7498811967978681,1.0180317603595515,-0.2931412498090874,-0.04578062718099665,0.3826859282850721,-0.3306085081329832,0.01152585526067342,1.1564006417909218,1.0304560457011407,3.0
0.011169203494478286,0.19083776665833427,-1.2688010328178845,-1.42256225176601,0.9792598875670855,0.39858340132558684,0.07129253345124788,0.7498811967978681,0.6089560202145549,-0.2931412498090874,0.6706141197480485,2.075410347375241,-2.279802831473136,0.7157892277074273,1.3029038685559384,0.6021514795622958,4.0
